品牌,车系,排量与年份,机滤,空调滤,空气滤,机油
,,,,,,壳牌 蓝喜力HX7 5W-40 ￥228.0
,,,,,,嘉实多 磁护 SN 5W-30 ￥299.0
,,,,,,壳牌 灰喜力ULTRA 5W-40 ￥380.0
,,,,,,嘉实多 磁护 SN 5W-40 ￥248.0
,,,,,,海湾 Gulf 金极润 SN 5W-40 ￥428.0
,,,,,,美孚 美孚1号 0W-40 ￥368.0
,,,,,,嘉实多 极护 SN 0W-40 ￥376.0
,,,,,,海湾 Gulf 金极润 SN 0W-40 ￥410.0
,,2008-2014 - 2.4L,马勒 ￥28.0,,,壳牌 黄喜力HX5 10W-40 ￥128.0
,,,,,,嘉实多 金嘉护 SN 10W-40 ￥152.0
,,,,,,海湾 Gulf 金标蓝极润 SN 10W-40 ￥138.0
,,,,,,壳牌 蓝喜力HX7 5W-40 ￥228.0
,,,,,,嘉实多 磁护 SN 5W-30 ￥299.0
,,,,,,壳牌 灰喜力ULTRA 5W-40 ￥380.0
,,,,,,嘉实多 磁护 SN 5W-40 ￥248.0
,,,,,,海湾 Gulf 金极润 SN 5W-40 ￥428.0
,,,,,,美孚 美孚1号 0W-40 ￥368.0
,,,,,,嘉实多 极护 SN 0W-40 ￥376.0
,,,,,,海湾 Gulf 金极润 SN 0W-40 ￥410.0
,,2008-2014 - 2.0L,马勒 ￥28.0,,,壳牌 黄喜力HX5 10W-40 ￥128.0
,,,,,,嘉实多 金嘉护 SN 10W-40 ￥152.0
,,,,,,海湾 Gulf 金标蓝极润 SN 10W-40 ￥138.0
,,,,,,壳牌 蓝喜力HX7 5W-40 ￥228.0
,,,,,,嘉实多 磁护 SN 5W-30 ￥299.0
,,,,,,壳牌 灰喜力ULTRA 5W-40 ￥380.0
,,,,,,嘉实多 磁护 SN 5W-40 ￥248.0
,,,,,,海湾 Gulf 金极润 SN 5W-40 ￥428.0
,,,,,,美孚 美孚1号 0W-40 ￥368.0
,,,,,,嘉实多 极护 SN 0W-40 ￥376.0
,,,,,,海湾 Gulf 金极润 SN 0W-40 ￥410.0
,,,,,,
精灵 SMART (进口),Forfour,2004.01-2014 - 1.5L,,,,美孚 美孚1号 0W-40 ￥368.0
,,,,,,壳牌 灰喜力ULTRA 5W-40 ￥380.0
,,,,,,嘉实多 极护 SN 0W-40 ￥376.0
,,,,,,嘉实多 磁护 SN 5W-40 ￥248.0
,,,,,,海湾 Gulf 金极润 SN 5W-40 ￥428.0
,,,,,,海湾 Gulf 金极润 SN 0W-40 ￥410.0
,,,,,,壳牌 蓝喜力HX7 5W-40 ￥228.0
,,,,,,嘉实多 磁护 SN 5W-30 ￥299.0
,,2004.01-2014 - 1.3L,,,,美孚 美孚1号 0W-40 ￥368.0
,,,,,,壳牌 灰喜力ULTRA 5W-40 ￥380.0
,,,,,,嘉实多 极护 SN 0W-40 ￥376.0
,,,,,,嘉实多 磁护 SN 5W-40 ￥248.0
,,,,,,海湾 Gulf 金极润 SN 5W-40 ￥428.0
,,,,,,海湾 Gulf 金极润 SN 0W-40 ￥410.0
,,,,,,壳牌 蓝喜力HX7 5W-40 ￥228.0
,,,,,,嘉实多 磁护 SN 5W-30 ￥299.0
,,2004.01-2014 - 1.1L,,,,美孚 美孚1号 0W-40 ￥276.0
,,,,,,壳牌 灰喜力ULTRA 5W-40 ￥348.0
,,,,,,嘉实多 极护 SN 0W-40 ￥318.0
,,,,,,嘉实多 磁护 SN 5W-40 ￥264.0
,,,,,,海湾 Gulf 金极润 SN 5W-40 ￥354.0
,,,,,,海湾 Gulf 金极润 SN 0W-40 ￥384.0
,,,,,,壳牌 蓝喜力HX7 5W-40 ￥219.0
,,,,,,嘉实多 磁护 SN 5W-30 ￥264.0
,FortwoCoupé,2007.03-2014 - 1.0T,汉格斯特 Hengst ￥53.0,三效空调滤清器 ￥79.0,汉格斯特 Hengst ￥52.0,美孚 美孚1号 0W-40 ￥276.0
,,,曼牌 Mann ￥64.0,四效空调滤清器 ￥129.0,曼牌 Mann ￥99.0,壳牌 灰喜力ULTRA 5W-40 ￥348.0
,,,,,,嘉实多 极护 SN 0W-40 ￥318.0
,,,,,,嘉实多 磁护 SN 5W-40 ￥264.0
,,,,,,海湾 Gulf 金极润 SN 5W-40 ￥354.0
,,,,,,海湾 Gulf 金极润 SN 0W-40 ￥384.0
,,,,,,壳牌 蓝喜力HX7 5W-40 ￥219.0
,,,,,,嘉实多 磁护 SN 5W-30 ￥264.0
,,2009.04-2014 - 1.0L,汉格斯特 Hengst ￥53.0,三效空调滤清器 ￥79.0,汉格斯特 Hengst ￥52.0,美孚 美孚1号 0W-40 ￥276.0
,,,曼牌 Mann ￥64.0,四效空调滤清器 ￥129.0,曼牌 Mann ￥99.0,壳牌 灰喜力ULTRA 5W-40 ￥348.0
,,,,,,嘉实多 极护 SN 0W-40 ￥318.0
,,,,,,嘉实多 磁护 SN 5W-40 ￥264.0
,,,,,,海湾 Gulf 金极润 SN 5W-40 ￥354.0
,,,,,,海湾 Gulf 金极润 SN 0W-40 ￥384.0
,,,,,,壳牌 蓝喜力HX7 5W-40 ￥219.0
,,,,,,嘉实多 磁护 SN 5W-30 ￥264.0
,SmartCity-Coupé,2004.01-2014 - 0.7T,,,,美孚 美孚1号 0W-40 ￥276.0
,,,,,,壳牌 灰喜力ULTRA 5W-40 ￥348.0
,,,,,,嘉实多 极护 SN 0W-40 ￥318.0
,,,,,,嘉实多 磁护 SN 5W-40 ￥264.0
,,,,,,海湾 Gulf 金极润 SN 5W-40 ￥354.0
,,,,,,海湾 Gulf 金极润 SN 0W-40 ￥384.0
,,,,,,壳牌 蓝喜力HX7 5W-40 ￥219.0
,,,,,,嘉实多 磁护 SN 5W-30 ￥264.0
,,,,,,
吉普(进口),大切诺基,2003.07-2014 - 4.7L,曼牌 Mann ￥59.0,,,美孚 美孚1号 0W-40 ￥552.0
,,,,,,海湾 Gulf 金极润 SN 5W-40 ￥664.0
,,,,,,壳牌 蓝喜力HX7 5W-40 ￥374.0
,,,,,,壳牌 灰喜力ULTRA 5W-40 ￥612.0
,,,,,,壳牌 黄喜力HX5 10W-40 ￥226.0
,,,,,,海湾 Gulf 金极润 SN 0W-40 ￥666.0
,,2000.01-2005.07 - 4.7L,曼牌 Mann ￥59.0,,,美孚 美孚1号 0W-40 ￥552.0
,,,,,,海湾 Gulf 金极润 SN 5W-40 ￥664.0
,,,,,,壳牌 蓝喜力HX7 5W-40 ￥374.0
,,,,,,壳牌 灰喜力ULTRA 5W-40 ￥612.0
,,,,,,壳牌 黄喜力HX5 10W-40 ￥226.0
,,,,,,海湾 Gulf 金极润 SN 0W-40 ￥666.0
,,2004.10-2014 - 4.7L,曼牌 Mann ￥59.0,,曼牌 Mann ￥194.0,美孚 美孚1号 0W-40 ￥552.0
,,,,,,海湾 Gulf 金极润 SN 5W-40 ￥664.0
,,,,,,壳牌 蓝喜力HX7 5W-40 ￥374.0
,,,,,,壳牌 灰喜力ULTRA 5W-40 ￥612.0
,,,,,,壳牌 黄喜力HX5 10W-40 ￥226.0
,,,,,,海湾 Gulf 金极润 SN 0W-40 ￥666.0
,,2001.10-2014 - 4.7L,曼牌 Mann ￥59.0,,,美孚 美孚1号 0W-40 ￥552.0
,,,,,,海湾 Gulf 金极润 SN 5W-40 ￥664.0
,,,,,,壳牌 蓝喜力HX7 5W-40 ￥374.0
,,,,,,壳牌 灰喜力ULTRA 5W-40 ￥612.0
,,,,,,壳牌 黄喜力HX5 10W-40 ￥226.0
,,,,,,海湾 Gulf 金极润 SN 0W-40 ￥666.0
,,2008.1-2010.12 - 3.7L,马勒 ￥26.0,,曼牌 Mann ￥194.0,美孚 美孚1号 0W-40 ￥552.0
,,,,,,嘉实多 极护 SN 0W-40 ￥588.0
,,,,,,壳牌 灰喜力ULTRA 5W-40 ￥612.0
,,,,,,壳牌 蓝喜力HX7 5W-40 ￥374.0
,,,,,,嘉实多 磁护 SN 5W-40 ￥424.0
,,,,,,海湾 Gulf 金极润 SN 5W-40 ￥664.0
,,,,,,海湾 Gulf 金极润 SN 0W-40 ￥666.0
,,,,,,嘉实多 磁护 SN 5W-30 ￥475.0
,,2010.11-2015 - 3.0,,,,美孚 美孚1号 0W-40 ￥552.0
,,,,,,海湾 Gulf 金极润 SN 5W-40 ￥664.0
,,,,,,壳牌 蓝喜力HX7 5W-40 ￥374.0
,,,,,,壳牌 灰喜力ULTRA 5W-40 ￥612.0
,,,,,,壳牌 黄喜力HX5 10W-40 ￥226.0
,,,,,,海湾 Gulf 金极润 SN 0W-40 ￥666.0
,,2012.01-2014 - 5.7L,,,,美孚 美孚1号 0W-40 ￥644.0
,,,,,,海湾 Gulf 金极润 SN 5W-40 ￥782.0
,,,,,,壳牌 蓝喜力HX7 5W-40 ￥447.0
,,,,,,壳牌 灰喜力ULTRA 5W-40 ￥728.0
,,,,,,壳牌 黄喜力HX5 10W-40 ￥275.0
,,,,,,海湾 Gulf 金极润 SN 0W-40 ￥794.0
,,2005.06-2014 - 5.7L,曼牌 Mann ￥59.0,,曼牌 Mann ￥194.0,美孚 美孚1号 0W-40 ￥644.0
,,,,,,海湾 Gulf 金极润 SN 5W-40 ￥782.0
,,,,,,壳牌 蓝喜力HX7 5W-40 ￥447.0
,,,,,,壳牌 灰喜力ULTRA 5W-40 ￥728.0
,,,,,,壳牌 黄喜力HX5 10W-40 ￥275.0
,,,,,,海湾 Gulf 金极润 SN 0W-40 ￥794.0
,,2006.03-2014 - 6.1L,曼牌 Mann ￥59.0,,曼牌 Mann ￥194.0,美孚 美孚1号 0W-40 ￥644.0
,,,,,,海湾 Gulf 金极润 SN 5W-40 ￥782.0
,,,,,,壳牌 蓝喜力HX7 5W-40 ￥447.0
,,,,,,壳牌 灰喜力ULTRA 5W-40 ￥728.0
,,,,,,壳牌 黄喜力HX5 10W-40 ￥275.0
,,,,,,海湾 Gulf 金极润 SN 0W-40 ￥794.0
,,2005.06-2014 - 3.0L,曼牌 Mann ￥61.0,,曼牌 Mann ￥194.0,美孚 美孚1号 0W-40 ￥552.0
,,,,,,海湾 Gulf 金极润 SN 5W-40 ￥664.0
,,,,,,壳牌 蓝喜力HX7 5W-40 ￥374.0
,,,,,,壳牌 灰喜力ULTRA 5W-40 ￥612.0
,,,,,,壳牌 黄喜力HX5 10W-40 ￥226.0
,,,,,,海湾 Gulf 金极润 SN 0W-40 ￥666.0
,,1999.04-2014 - 4.0L,曼牌 Mann ￥59.0,,,美孚 美孚1号 0W-40 ￥552.0
,,,,,,海湾 Gulf 金极润 SN 5W-40 ￥664.0
,,,,,,壳牌 蓝喜力HX7 5W-40 ￥374.0
,,,,,,壳牌 灰喜力ULTRA 5W-40 ￥612.0
,,,,,,壳牌 黄喜力HX5 10W-40 ￥226.0
,,,,,,海湾 Gulf 金极润 SN 0W-40 ￥666.0
,,1999.04-2014 - 3.1L,汉格斯特 Hengst ￥70.0,,,美孚 美孚1号 0W-40 ￥552.0
,,,曼牌 Mann ￥168.0,,,海湾 Gulf 金极润 SN 5W-40 ￥664.0
,,,,,,壳牌 蓝喜力HX7 5W-40 ￥374.0
,,,,,,壳牌 灰喜力ULTRA 5W-40 ￥612.0
,,,,,,壳牌 黄喜力HX5 10W-40 ￥226.0
,,,,,,海湾 Gulf 金极润 SN 0W-40 ￥666.0
,,2010.12-2014 - 3.6L,,三效空调滤清器 ￥79.0,,美孚 美孚1号 0W-40 ￥552.0
,,,,,,海湾 Gulf 金极润 SN 5W-40 ￥664.0
,,,,,,壳牌 蓝喜力HX7 5W-40 ￥374.0
,,,,,,壳牌 灰喜力ULTRA 5W-40 ￥612.0
,,,,,,壳牌 黄喜力HX5 10W-40 ￥226.0
,,,,,,海湾 Gulf 金极润 SN 0W-40 ￥666.0
,牧马人,2013.10-2014 - 3.6L V6,汉格斯特 Hengst ￥58.0,,,美孚 美孚1号 0W-40 ￥552.0
,,,,,,海湾 Gulf 金极润 SN 5W-40 ￥664.0
,,,,,,壳牌 蓝喜力HX7 5W-40 ￥374.0
,,,,,,壳牌 灰喜力ULTRA 5W-40 ￥612.0
,,,,,,壳牌 黄喜力HX5 10W-40 ￥226.0
,,,,,,海湾 Gulf 金极润 SN 0W-40 ￥666.0
,,1998.06-2014 - 4.0L,曼牌 Mann ￥59.0,,,美孚 美孚1号 0W-40 ￥552.0
,,,,,,海湾 Gulf 金极润 SN 5W-40 ￥664.0
,,,,,,壳牌 蓝喜力HX7 5W-40 ￥374.0
,,,,,,壳牌 灰喜力ULTRA 5W-40 ￥612.0
,,,,,,壳牌 黄喜力HX5 10W-40 ￥226.0
,,,,,,海湾 Gulf 金极润 SN 0W-40 ￥666.0
,,2003.08-2014 - 4.0L,曼牌 Mann ￥59.0,,,美孚 美孚1号 0W-40 ￥552.0
,,,,,,海湾 Gulf 金极润 SN 5W-40 ￥664.0
,,,,,,壳牌 蓝喜力HX7 5W-40 ￥374.0
,,,,,,壳牌 灰喜力ULTRA 5W-40 ￥612.0
,,,,,,壳牌 黄喜力HX5 10W-40 ￥226.0
,,,,,,海湾 Gulf 金极润 SN 0W-40 ￥666.0
,,1996.08-2014 - 4.0L,曼牌 Mann ￥59.0,,,美孚 美孚1号 0W-40 ￥552.0
,,,,,,海湾 Gulf 金极润 SN 5W-40 ￥664.0
,,,,,,壳牌 蓝喜力HX7 5W-40 ￥374.0
,,,,,,壳牌 灰喜力ULTRA 5W-40 ￥612.0
,,,,,,壳牌 黄喜力HX5 10W-40 ￥226.0
,,,,,,海湾 Gulf 金极润 SN 0W-40 ￥666.0
,,2006.02-2014 - 3.8L,GPC（国产） ￥40.0,,,美孚 美孚1号 0W-40 ￥552.0
,,,,,,海湾 Gulf 金极润 SN 5W-40 ￥664.0
,,,,,,壳牌 蓝喜力HX7 5W-40 ￥374.0
,,,,,,壳牌 灰喜力ULTRA 5W-40 ￥612.0
,,,,,,壳牌 黄喜力HX5 10W-40 ￥226.0
,,,,,,海湾 Gulf 金极润 SN 0W-40 ￥666.0
,,1996.08-2014 - 2.5L,曼牌 Mann ￥59.0,,,美孚 美孚1号 0W-40 ￥460.0
,,,,,,海湾 Gulf 金极润 SN 5W-40 ￥546.0
,,,,,,壳牌 蓝喜力HX7 5W-40 ￥301.0
,,,,,,壳牌 灰喜力ULTRA 5W-40 ￥496.0
,,,,,,壳牌 黄喜力HX5 10W-40 ￥177.0
,,,,,,海湾 Gulf 金极润 SN 0W-40 ￥538.0
,,2002.11-2014 - 2.4L,,,,美孚 美孚1号 0W-40 ￥460.0
,,,,,,海湾 Gulf 金极润 SN 5W-40 ￥546.0
,,,,,,壳牌 蓝喜力HX7 5W-40 ￥301.0
,,,,,,壳牌 灰喜力ULTRA 5W-40 ￥496.0
,,,,,,壳牌 黄喜力HX5 10W-40 ￥177.0
,,,,,,海湾 Gulf 金极润 SN 0W-40 ￥538.0
,指挥官,2006.04-2014 - 3.0L,曼牌 Mann ￥61.0,,曼牌 Mann ￥194.0,美孚 美孚1号 0W-40 ￥552.0
,,,,,,海湾 Gulf 金极润 SN 5W-40 ￥664.0
,,,,,,壳牌 蓝喜力HX7 5W-40 ￥374.0
,,,,,,壳牌 灰喜力ULTRA 5W-40 ￥612.0
,,,,,,壳牌 黄喜力HX5 10W-40 ￥226.0
,,,,,,海湾 Gulf 金极润 SN 0W-40 ￥666.0
,,2005.09-2014 - 5.7L,曼牌 Mann ￥59.0,,曼牌 Mann ￥194.0,美孚 美孚1号 0W-40 ￥644.0
,,,,,,海湾 Gulf 金极润 SN 5W-40 ￥782.0
,,,,,,壳牌 蓝喜力HX7 5W-40 ￥447.0
,,,,,,壳牌 灰喜力ULTRA 5W-40 ￥728.0
,,,,,,壳牌 黄喜力HX5 10W-40 ￥275.0
,,,,,,海湾 Gulf 金极润 SN 0W-40 ￥794.0
,,2005.09-2014 - 4.7L,曼牌 Mann ￥59.0,,曼牌 Mann ￥194.0,美孚 美孚1号 0W-40 ￥552.0
,,,,,,海湾 Gulf 金极润 SN 5W-40 ￥664.0
,,,,,,壳牌 蓝喜力HX7 5W-40 ￥374.0
,,,,,,壳牌 灰喜力ULTRA 5W-40 ￥612.0
,,,,,,壳牌 黄喜力HX5 10W-40 ￥226.0
,,,,,,海湾 Gulf 金极润 SN 0W-40 ￥666.0
,指南者,2011.05-2014 - 2.4L,MOPAR ￥104.0,三效空调滤清器 ￥119.0,,美孚 美孚1号 0W-40 ￥460.0
,,,,四效空调滤清器 ￥129.0,,海湾 Gulf 金极润 SN 5W-40 ￥546.0
,,,,,,壳牌 蓝喜力HX7 5W-40 ￥301.0
,,,,,,壳牌 灰喜力ULTRA 5W-40 ￥496.0
,,,,,,壳牌 黄喜力HX5 10W-40 ￥177.0
,,,,,,海湾 Gulf 金极润 SN 0W-40 ￥538.0
,,2006.09-2011.04 - 2.4L,MOPAR ￥104.0,三效空调滤清器 ￥119.0,,美孚 美孚1号 0W-40 ￥460.0
,,,,四效空调滤清器 ￥129.0,,海湾 Gulf 金极润 SN 5W-40 ￥546.0
,,,,,,壳牌 蓝喜力HX7 5W-40 ￥301.0
,,,,,,壳牌 灰喜力ULTRA 5W-40 ￥496.0
,,,,,,壳牌 黄喜力HX5 10W-40 ￥177.0
,,,,,,海湾 Gulf 金极润 SN 0W-40 ￥538.0
,,2011.03-2014 - 2.0L,MOPAR ￥104.0,三效空调滤清器 ￥119.0,,美孚 美孚1号 0W-40 ￥460.0
,,,,四效空调滤清器 ￥129.0,,海湾 Gulf 金极润 SN 5W-40 ￥546.0
,,,,,,壳牌 蓝喜力HX7 5W-40 ￥301.0
,,,,,,壳牌 灰喜力ULTRA 5W-40 ￥496.0
,,,,,,壳牌 黄喜力HX5 10W-40 ￥177.0
,,,,,,海湾 Gulf 金极润 SN 0W-40 ￥538.0
,自由客,2007.10-2014 - 2.4L,MOPAR ￥104.0,三效空调滤清器 ￥119.0,,美孚 美孚1号 0W-40 ￥460.0
,,,,四效空调滤清器 ￥129.0,,海湾 Gulf 金极润 SN 5W-40 ￥546.0
,,,,,,壳牌 蓝喜力HX7 5W-40 ￥301.0
,,,,,,壳牌 灰喜力ULTRA 5W-40 ￥496.0
,,,,,,壳牌 黄喜力HX5 10W-40 ￥177.0
,,,,,,海湾 Gulf 金极润 SN 0W-40 ￥538.0
