品牌,车系,排量与年份,机滤,空调滤,空气滤,机油
,伊兰特,2003.01-2014 - 1.8L,马勒 ￥18.0,三效空调滤清器 ￥49.0,马勒 ￥29.0,壳牌 黄喜力HX5 10W-40 ￥128.0
,,,马勒 ￥25.0,四效空调滤清器 ￥89.0,,嘉实多 金嘉护 SN 10W-40 ￥152.0
,,,汉格斯特 Hengst ￥27.0,,,海湾 Gulf 金标蓝极润 SN 10W-40 ￥138.0
,,,曼牌 Mann ￥24.0,,,壳牌 蓝喜力HX7 5W-40 ￥228.0
,,,,,,嘉实多 磁护 SN 5W-30 ￥299.0
,,,,,,壳牌 灰喜力ULTRA 5W-40 ￥380.0
,,,,,,嘉实多 磁护 SN 5W-40 ￥248.0
,,,,,,海湾 Gulf 金极润 SN 5W-40 ￥428.0
,,,,,,美孚 美孚1号 0W-40 ￥368.0
,,,,,,嘉实多 极护 SN 0W-40 ￥376.0
,,,,,,海湾 Gulf 金极润 SN 0W-40 ￥410.0
,,2003.12-2010.12 - 1.6L,马勒 ￥18.0,三效空调滤清器 ￥49.0,马勒 ￥29.0,壳牌 黄喜力HX5 10W-40 ￥128.0
,,,马勒 ￥25.0,四效空调滤清器 ￥89.0,,嘉实多 金嘉护 SN 10W-40 ￥152.0
,,,汉格斯特 Hengst ￥27.0,,,海湾 Gulf 金标蓝极润 SN 10W-40 ￥138.0
,,,曼牌 Mann ￥24.0,,,壳牌 蓝喜力HX7 5W-40 ￥228.0
,,,,,,嘉实多 磁护 SN 5W-30 ￥299.0
,,,,,,壳牌 灰喜力ULTRA 5W-40 ￥380.0
,,,,,,嘉实多 磁护 SN 5W-40 ￥248.0
,,,,,,海湾 Gulf 金极润 SN 5W-40 ￥428.0
,,,,,,美孚 美孚1号 0W-40 ￥368.0
,,,,,,嘉实多 极护 SN 0W-40 ￥376.0
,,,,,,海湾 Gulf 金极润 SN 0W-40 ￥410.0
,伊兰特悦动,2008.04-2014 - 1.8L,马勒 ￥25.0,三效空调滤清器 ￥79.0,马勒 ￥39.0,壳牌 黄喜力HX5 10W-40 ￥128.0
,,,马勒 ￥18.0,四效空调滤清器 ￥89.0,,嘉实多 金嘉护 SN 10W-40 ￥152.0
,,,汉格斯特 Hengst ￥27.0,,,海湾 Gulf 金标蓝极润 SN 10W-40 ￥138.0
,,,曼牌 Mann ￥24.0,,,壳牌 蓝喜力HX7 5W-40 ￥228.0
,,,,,,嘉实多 磁护 SN 5W-30 ￥299.0
,,,,,,壳牌 灰喜力ULTRA 5W-40 ￥380.0
,,,,,,嘉实多 磁护 SN 5W-40 ￥248.0
,,,,,,海湾 Gulf 金极润 SN 5W-40 ￥428.0
,,,,,,美孚 美孚1号 0W-40 ￥368.0
,,,,,,嘉实多 极护 SN 0W-40 ￥376.0
,,,,,,海湾 Gulf 金极润 SN 0W-40 ￥410.0
,,2008.04-2014 - 1.6L,马勒 ￥18.0,三效空调滤清器 ￥79.0,马勒 ￥39.0,壳牌 黄喜力HX5 10W-40 ￥128.0
,,,马勒 ￥25.0,四效空调滤清器 ￥89.0,,嘉实多 金嘉护 SN 10W-40 ￥152.0
,,,汉格斯特 Hengst ￥27.0,,,海湾 Gulf 金标蓝极润 SN 10W-40 ￥138.0
,,,曼牌 Mann ￥24.0,,,壳牌 蓝喜力HX7 5W-40 ￥228.0
,,,,,,嘉实多 磁护 SN 5W-30 ￥299.0
,,,,,,壳牌 灰喜力ULTRA 5W-40 ￥380.0
,,,,,,嘉实多 磁护 SN 5W-40 ￥248.0
,,,,,,海湾 Gulf 金极润 SN 5W-40 ￥428.0
,,,,,,美孚 美孚1号 0W-40 ￥368.0
,,,,,,嘉实多 极护 SN 0W-40 ￥376.0
,,,,,,海湾 Gulf 金极润 SN 0W-40 ￥410.0
